ord_id,ord_date,ord_tax_loc,order_tot,ord_ship_add,ord_ship_date,ord_track_num,prod_id,warehouse_id,cus_id
1449568,2019-02-25,22,4449.9,false,2019-02-26,PAC6820603-1    ,31,3,52
6144261,2002-03-12,1 ,4399,true,2002-03-18,PAC3325374-2    ,38,1,53
5155394,2011-04-25,13,5856.44,false,2011-05-03,PAC9799634-2    ,3,2,54
4595626,2003-06-19,8 ,2066.99,false,2003-06-29,PAC8255432-1    ,6,1,55
1895617,2003-11-07,10,8320,false,2003-11-10,PAC6493496-0    ,14,3,56
4429906,2015-03-26,22,4199,true,2015-03-28,PAC4862300-0    ,61,2,57
3417447,2004-10-20,9 ,4685.19,false,2004-10-21,PAC9169731-1    ,56,3,58
4801426,2000-02-16,11,4924.75,true,2000-02-18,PAC7546273-2    ,59,1,59
4533036,2013-10-18,19,1951.75,false,2013-10-23,PAC8838320-0    ,63,3,60
5440045,2010-04-12,24,5698.55,false,2010-04-16,PAC1664990-3    ,46,1,61
6670054,2014-03-02,20,5392.19,true,2014-03-06,PAC8542886-1    ,10,1,62
3661656,2012-11-26,3 ,4244.05,true,2012-11-30,PAC6435411-2    ,47,2,63
3846551,2014-03-05,16,4640.95,false,2014-03-15,PAC3946101-1    ,38,2,64
4679322,2000-12-26,11,4924.75,false,2001-01-03,PAC3149910-2    ,59,3,65
6416425,2018-01-19,22,5271.99,true,2018-01-26,PAC2837071-2    ,16,1,66
4234556,2010-07-16,25,2330.94,true,2010-07-16,PAC4672759-3    ,57,3,67
5835237,2004-03-27,3 ,3948.38,false,2004-04-06,PAC7225482-1    ,58,1,68
3333624,2016-01-13,11,6252.94,false,2016-01-21,PAC2050224-0    ,1,2,69
4305349,2006-10-03,26,6794.27,false,2006-10-10,PAC8548759-1    ,8,2,70
4469762,2008-01-09,12,4706.93,false,2008-01-12,PAC540531-1     ,38,3,71
2030531,2016-11-10,3 ,5490.14,true,2016-11-10,PAC7943033-1    ,39,1,72
3252622,2012-02-08,22,5295.9,true,2012-02-09,PAC2719691-2    ,17,1,73
6663983,2007-04-27,11,4452,true,2007-04-30,PAC5446960-0    ,18,1,74
4499806,2001-07-06,20,5816.25,true,2001-07-16,PAC7231673-3    ,12,1,75
6072149,2013-05-07,27,5736.5,false,2013-05-16,PAC3897386-0    ,12,1,76
6429113,2005-09-29,24,3602.94,true,2005-10-03,PAC1388213-2    ,66,2,77
2016400,2015-04-10,10,4574.96,false,2015-04-14,PAC4573071-3    ,23,1,78
6831652,2004-10-24,17,4274.99,true,2004-10-30,PAC2578377-3    ,28,3,79
3608797,2008-11-13,23,2086.49,false,2008-11-20,PAC4417573-1    ,6,1,80
4044365,2010-09-08,14,4982,false,2010-09-16,PAC4426768-1    ,11,1,81
2900047,2008-07-08,7 ,4200,false,2008-07-18,PAC2903128-0    ,18,3,82
1790994,2003-01-02,14,4768.94,true,2003-01-03,PAC6908527-2    ,32,3,83
2588796,2001-06-08,23,4600.99,false,2001-06-14,PAC2948800-1    ,7,2,84
2781248,2001-03-24,21,5271.99,true,2001-03-30,PAC5948350-0    ,16,1,85
3485081,2014-11-15,15,6058.1,false,2014-11-20,PAC3197307-2    ,13,1,86
4911975,2019-01-07,3 ,4222.94,true,2019-01-16,PAC9897574-1    ,69,3,87
3829941,2002-04-24,16,5561.95,true,2002-04-24,PAC5793279-2    ,16,3,88
3242565,2007-07-19,25,6615.45,true,2007-07-27,PAC9657055-1    ,62,1,89
2358239,2018-06-10,1 ,3199,false,2018-06-13,PAC3824674-1    ,43,2,90
7112703,2009-11-18,14,6146.94,false,2009-11-23,PAC1319480-0    ,21,1,91
1121775,2009-05-04,5 ,8580,true,2009-05-04,PAC6042021-0    ,14,3,92
4185159,2001-03-24,21,3399,false,2001-03-24,PAC8205519-2    ,66,1,93
5438767,2008-08-19,18,6787.79,true,2008-08-23,PAC4913614-0    ,8,2,94
1526982,2002-05-01,28,6810.68,false,2002-05-10,PAC3659388-1    ,44,1,95
1200543,2013-08-21,14,5588.31,true,2013-08-24,PAC5080170-3    ,16,2,96
3357050,2002-03-19,20,3807,false,2002-03-19,PAC6197633-3    ,64,1,97
6761576,2003-01-05,17,4273.93,true,2003-01-13,PAC5010375-0    ,68,2,98
6771690,2010-12-07,18,4609,false,2010-12-16,PAC376399-1     ,65,1,99
3695305,2015-07-03,29,4924.75,true,2015-07-12,PAC6428949-1    ,59,2,100
4678509,2015-10-12,3 ,5677.05,true,2015-10-22,PAC6654676-0    ,48,3,101
1911288,2014-12-16,14,4450.94,false,2014-12-16,PAC4123171-3    ,40,3,102
4026926,2009-06-24,24,5300,true,2009-06-28,PAC8151276-3    ,42,3,103
5697518,2005-02-05,8 ,4505,true,2005-02-10,PAC6395275-0    ,19,2,104
1930308,2004-09-19,2 ,4158.96,false,2004-09-20,PAC5898075-3    ,68,1,105
1396544,2000-08-14,9 ,4366.96,true,2000-08-22,PAC4630048-0    ,40,2,106
4218977,2015-04-23,19,3798,false,2015-04-30,PAC1301574-1    ,64,1,107
5186226,2012-02-13,12,5752.31,false,2012-02-13,PAC3341351-2    ,48,2,108
2208177,2008-11-16,25,4664,false,2008-11-24,PAC7552163-3    ,65,1,109
5788991,2009-05-02,27,4880.2,false,2009-05-03,PAC7955013-2    ,49,1,110
5105818,2000-10-12,16,3672.44,false,2000-10-18,PAC5674117-3    ,5,2,111
4101226,2013-09-13,10,5049.19,true,2013-09-19,PAC328667-1     ,33,2,112
7026832,2015-03-19,10,3744,true,2015-03-24,PAC6656522-3    ,64,2,113
5547985,2007-11-19,15,4491.34,true,2007-11-19,PAC5585111-0    ,7,2,114
4157138,2004-07-08,30,5302.96,false,2004-07-12,PAC2479909-2    ,10,2,115
1683121,2008-07-15,30,4685.19,true,2008-07-21,PAC3535254-1    ,56,2,116
3031547,2013-06-08,9 ,3534.96,false,2013-06-11,PAC838928-3     ,66,1,117
1546460,2003-08-01,15,3142.9,true,2003-08-11,PAC2006344-3    ,37,1,118
5907405,2017-12-01,17,3740.63,true,2017-12-05,PAC1100215-1    ,2,2,119
5037369,2018-06-11,10,4678.96,true,2018-06-20,PAC902549-3     ,32,2,120
5731787,2015-01-30,7 ,8000,true,2015-01-31,PAC5828187-1    ,14,3,121
3753313,2002-10-09,6 ,1967.48,true,2002-10-09,PAC2920749-2    ,63,1,122
6974353,2009-03-30,1 ,4854.99,true,2009-04-06,PAC4863572-2    ,33,1,123
3163903,2019-05-04,16,4901.52,true,2019-05-14,PAC5875647-3    ,59,1,124
4468374,2013-08-03,3 ,8448,true,2013-08-13,PAC5749812-3    ,14,2,125
6960628,2018-10-23,28,4797.81,false,2018-10-26,PAC5056160-2    ,56,1,126
4054195,2002-01-25,29,5510.94,false,2002-01-26,PAC70633-2      ,39,3,127
3937927,2017-02-08,23,4523.95,false,2017-02-14,PAC1273096-1    ,27,1,128
4253506,2012-01-18,19,5379.45,true,2012-01-26,PAC1595307-3    ,10,1,129
3307281,2015-08-24,15,4416.14,false,2015-08-29,PAC5273042-2    ,27,3,130
7158744,2009-12-09,3 ,4540.79,true,2009-12-11,PAC6179393-1    ,7,1,131
6585838,2010-03-09,9 ,5406.96,false,2010-03-18,PAC6092278-3    ,39,3,132
5613754,2012-07-28,10,4627.9,true,2012-07-31,PAC6261535-0    ,31,3,133
5673381,2012-12-05,25,4924.75,true,2012-12-11,PAC9682860-1    ,59,1,134
2286687,2001-04-11,10,4574.96,true,2001-04-14,PAC2519587-2    ,38,1,135
4144055,2017-03-06,27,3972.78,true,2017-03-16,PAC6951092-0    ,4,2,136
1504635,2002-07-13,27,2752.48,true,2002-07-15,PAC9231557-3    ,52,3,137
2015487,2009-10-02,3 ,7813.34,true,2009-10-12,PAC6414745-1    ,22,2,138
3220422,2004-01-04,16,4018.48,false,2004-01-08,PAC8571459-0    ,4,3,139
5767028,2006-06-16,23,4278.93,true,2006-06-26,PAC9646502-1    ,35,3,140
6711968,2019-05-02,7 ,3999.99,false,2019-05-09,PAC6348397-2    ,28,1,141
3220438,2017-12-04,30,2027.99,true,2017-12-13,PAC7765256-0    ,6,1,142
5119112,2016-07-13,5 ,3614.33,true,2016-07-14,PAC600473-1     ,36,2,143
3224260,2017-07-25,2 ,4934.8,true,2017-07-26,PAC1653662-1    ,45,1,144
5424989,2001-11-02,10,4158.96,true,2001-11-03,PAC3915974-0    ,35,1,145
4495063,2013-05-01,15,4197.84,true,2013-05-02,PAC8921490-1    ,47,1,146
7194654,2008-04-28,21,3673.99,true,2008-05-03,PAC5632899-2    ,51,3,147
5065896,2009-06-06,30,4627.9,false,2009-06-16,PAC3852376-2    ,31,2,148
3624763,2006-04-03,4 ,5654.21,false,2006-04-08,PAC4885433-1    ,16,2,149
3898397,2019-05-06,24,5146.29,true,2019-05-08,PAC1401133-2    ,33,2,150
7187392,2008-03-02,29,2797.34,false,2008-03-02,PAC5708233-1    ,52,1,151
3364980,2005-09-07,14,2330.94,false,2005-09-13,PAC8139456-1    ,57,2,152
3178673,2006-05-20,26,4192.95,false,2006-05-24,PAC7545735-3    ,69,2,153
4521021,2007-02-26,5 ,3430.93,false,2007-03-05,PAC485462-1     ,43,1,154
3749511,2013-04-04,29,6148,true,2013-04-10,PAC9965405-2    ,13,3,155
1539389,2017-07-21,29,3689.85,false,2017-07-22,PAC2798746-3    ,5,3,156
6305708,2013-12-19,15,2923.56,true,2013-12-22,PAC7431811-1    ,9,2,157
6293114,2011-12-10,6 ,4519.88,false,2011-12-11,PAC7475957-1    ,19,3,158
4984659,2017-07-24,4 ,5468.68,true,2017-07-27,PAC657094-0     ,10,3,159
7197660,2017-06-24,15,1932.33,false,2017-06-28,PAC4194800-1    ,63,2,160
6691527,2014-05-26,14,5300,true,2014-06-01,PAC7930213-0    ,42,2,161
5305378,2000-06-01,7 ,6395,false,2000-06-05,PAC4337812-2    ,44,2,162
2555565,2012-02-14,6 ,2338.64,true,2012-02-19,PAC2391529-1    ,57,3,163
4509368,2007-12-14,12,4278.93,true,2007-12-14,PAC941572-3     ,60,2,164
2356703,2004-09-19,15,4543.58,false,2004-09-21,PAC4966076-1    ,30,3,165
5242761,2010-06-06,10,4524,false,2010-06-07,PAC3508478-0    ,30,3,166
4080696,2017-08-20,7 ,2199,false,2017-08-28,PAC9990395-0    ,57,2,167
3570845,2011-04-06,4 ,6220.5,false,2011-04-15,PAC7614766-2    ,13,3,168
4389481,2007-06-14,17,2350.18,false,2007-06-22,PAC266859-0     ,57,1,169
2717299,2019-12-21,3 ,5490.14,true,2019-12-25,PAC8796534-3    ,39,3,170
6953949,2013-02-15,4 ,6693.46,false,2013-02-15,PAC7379934-2    ,62,2,171
2748922,2014-11-21,1 ,3999,false,2014-11-21,PAC5827053-3    ,20,3,172
1409838,2005-07-25,15,4176.96,false,2005-08-04,PAC238845-0     ,68,3,173
4882154,2007-12-27,3 ,4222.94,false,2007-12-28,PAC5381577-0    ,20,3,174
1499647,2016-09-27,1 ,7399,false,2016-10-02,PAC2598364-0    ,24,3,175
5775992,2007-07-20,17,5659.99,false,2007-07-28,PAC2677511-0    ,17,1,176
3456435,2010-08-12,17,2350.18,true,2010-08-16,PAC3495409-2    ,57,1,177
5484681,2010-06-29,15,6058.1,true,2010-07-06,PAC2192123-3    ,13,3,178
6727420,2011-01-21,8 ,4238.94,true,2011-01-28,PAC8047260-1    ,35,3,179
4711571,2001-05-21,9 ,5591.03,false,2001-05-28,PAC7649393-1    ,46,3,180
3555795,2002-09-15,13,6646.65,true,2002-09-17,PAC6177262-3    ,62,1,181
5687001,2011-09-16,21,5375.99,false,2011-09-20,PAC4101246-1    ,46,2,182
1985674,2018-07-26,9 ,6650.8,true,2018-07-28,PAC1456904-1    ,44,1,183
5994079,2016-01-07,12,1979.5,true,2016-01-10,PAC6451233-2    ,63,3,184
5087861,2007-11-15,6 ,4253.99,true,2007-11-20,PAC6510401-3    ,28,2,185
6077808,2010-03-25,19,4218.95,false,2010-03-30,PAC470745-1     ,60,1,186
6241665,2009-01-22,29,3602.94,false,2009-01-31,PAC9866968-3    ,66,3,187
5677372,2012-08-03,16,7981.77,true,2012-08-04,PAC4409462-0    ,53,2,188
3695577,2018-04-07,17,6834.66,true,2018-04-12,PAC6793587-0    ,44,1,189
6047294,2014-06-16,28,8200.49,false,2014-06-24,PAC7775170-2    ,15,1,190
3236261,2001-10-26,17,4701.43,false,2001-10-31,PAC9732823-1    ,23,3,191
5868564,2017-10-03,21,3399,false,2017-10-13,PAC7222482-2    ,66,3,192
6500666,2003-07-24,29,4260.13,true,2003-07-25,PAC6975808-1    ,47,3,193
5255967,2006-04-05,22,5800,false,2006-04-05,PAC8238330-3    ,13,2,194
4924882,2018-06-06,2 ,3950.96,true,2018-06-13,PAC2376985-1    ,67,1,195
1791485,2011-02-11,10,4831.83,true,2011-02-11,PAC5462003-0    ,59,2,196
6894826,2015-02-13,17,4273.93,false,2015-02-16,PAC5154255-3    ,35,1,197
3986347,2003-11-28,10,3129.36,true,2003-12-05,PAC6660510-3    ,37,1,198
3560653,2011-01-11,10,4158.96,false,2011-01-19,PAC9474878-2    ,35,3,199
3326659,2015-04-27,14,6615.45,true,2015-05-03,PAC988511-2     ,62,1,200
3779453,2004-06-30,26,7757.85,false,2004-07-02,PAC5773304-2    ,24,3,201
7311476,2012-05-20,4 ,3001.93,false,2012-05-21,PAC8442084-0    ,9,1,202
2177932,2016-01-19,12,3745,false,2016-01-28,PAC9448552-2    ,2,3,203
5086249,2009-03-17,20,4546.19,true,2009-03-21,PAC396299-2     ,41,1,204
4205221,2006-02-22,11,3710,false,2006-02-23,PAC9838832-3    ,2,2,205
1455991,2005-05-25,29,4238.94,true,2005-05-28,PAC6097604-2    ,60,3,206
3193964,2007-06-02,22,5609.99,false,2007-06-10,PAC8332789-3    ,50,1,207
6464145,2015-04-07,24,7842.94,false,2015-04-07,PAC5376466-3    ,24,2,208
5321869,2002-11-12,9 ,3337.44,true,2002-11-12,PAC375139-2     ,55,3,209
5236088,2015-06-03,9 ,4158.96,false,2015-06-10,PAC4758748-0    ,69,1,210
3681241,2004-05-08,29,4611,false,2004-05-10,PAC4452184-0    ,30,2,211
4471131,2012-08-09,27,4170.96,true,2012-08-17,PAC3664890-0    ,35,3,212
1929235,2001-08-05,23,6842.65,false,2001-08-08,PAC8132268-0    ,44,1,213
1694460,2019-07-11,24,5995.79,false,2019-07-15,PAC8349434-2    ,54,2,214
6562501,2018-09-12,11,4238.94,true,2018-09-20,PAC5102407-1    ,60,1,215
3303963,2000-03-25,9 ,7694.96,true,2000-04-04,PAC1227943-1    ,22,1,216
6755650,2018-02-01,23,4761.39,false,2018-02-03,PAC9009871-3    ,31,1,217
5649473,2017-09-21,7 ,4700,true,2017-09-25,PAC6402234-3    ,11,1,218
2629583,2008-08-23,1 ,5499,false,2008-08-28,PAC6315420-1    ,3,3,219
1458147,2006-07-25,28,2341.94,false,2006-07-27,PAC4905736-0    ,57,3,220
5168047,2003-03-17,8 ,4557.99,true,2003-03-20,PAC6276394-2    ,7,2,221
5651788,2000-07-26,21,4400,false,2000-07-30,PAC487652-0     ,65,2,222
2694750,2009-05-10,26,4507.5,true,2009-05-14,PAC5300449-0    ,41,3,223
5861427,2007-11-27,19,4218.95,true,2007-12-01,PAC6258222-2    ,35,1,224
6556364,2017-09-23,25,4557.99,false,2017-10-03,PAC8800041-2    ,7,3,225
2293928,2001-10-18,6 ,5717.37,true,2001-10-19,PAC1234277-0    ,48,1,226
3272347,2005-02-11,29,5830,false,2005-02-21,PAC3934106-2    ,12,2,227
5851299,2012-03-06,13,3619.94,true,2012-03-16,PAC1638319-1    ,66,3,228
2845076,2004-08-27,8 ,3390.94,false,2004-09-04,PAC6453156-2    ,43,1,229
5548388,2013-04-08,24,5946.59,true,2013-04-13,PAC1628059-0    ,50,3,230
4409334,2019-05-05,23,4278.93,true,2019-05-12,PAC5820182-1    ,9,2,1
5374410,2006-11-10,17,3418.93,true,2006-11-13,PAC3349386-1    ,68,3,2
3293788,2014-08-31,7 ,3199,false,2014-09-02,PAC8083078-2    ,43,1,3
3298471,2011-02-03,12,3219.63,true,2011-02-03,PAC7245455-0    ,37,2,4
6920344,2017-01-19,9 ,3186.56,true,2017-01-25,PAC7907353-3    ,26,2,5
2933338,2002-03-30,8 ,4238.94,true,2002-04-05,PAC2779723-3    ,69,3,6
2679922,2011-01-08,27,4409.79,false,2011-01-18,PAC4559983-0    ,27,3,7
3872219,2003-03-26,20,4228.94,false,2003-04-01,PAC1821712-0    ,69,3,8
2344343,2019-03-09,17,4701.43,true,2019-03-12,PAC8075556-0    ,38,3,9
5417203,2015-10-14,19,5967.51,false,2015-10-14,PAC4971633-3    ,54,1,10
6801456,2008-11-08,22,5800,true,2008-11-10,PAC63398-1      ,13,3,11
6976313,2006-10-07,6 ,4040.24,false,2006-10-13,PAC8369183-3    ,67,1,12
3353836,2006-06-17,24,4260.13,false,2006-06-18,PAC6170937-1    ,47,3,13
6960040,2013-01-20,14,5946.59,true,2013-01-26,PAC803624-3     ,50,3,14
2140430,2012-08-11,14,3401.62,false,2012-08-13,PAC7070197-3    ,55,2,15
4470702,2007-01-25,15,4177.99,true,2007-01-29,PAC373876-2     ,28,3,16
4549779,2006-07-21,1 ,2639,true,2006-07-31,PAC102831-0     ,52,3,17
1724480,2018-02-17,21,4350,false,2018-02-26,PAC534211-3     ,30,1,18
5385043,2016-11-04,27,3195.75,false,2016-11-05,PAC9417722-0    ,26,3,19
7372789,2000-11-24,6 ,4274.2,false,2000-11-29,PAC5897997-2    ,47,2,20
2542761,2017-08-20,28,3707.25,false,2017-08-30,PAC5162939-0    ,5,1,21
2796751,2016-10-13,23,4300.32,false,2016-10-17,PAC6268711-3    ,47,1,22
1558876,2009-05-20,1 ,4400,true,2009-05-27,PAC8052929-1    ,65,2,23
1951466,2003-09-19,19,5967.51,true,2003-09-27,PAC6838542-2    ,54,3,24
4706940,2003-09-14,28,6177,false,2003-09-23,PAC6439642-2    ,13,2,25
6706254,2014-09-16,13,7879.94,true,2014-09-21,PAC3324559-2    ,22,1,26
4814298,2009-12-14,1 ,5899,true,2009-12-20,PAC4519614-2    ,34,1,231
2618832,2007-07-15,14,5510.94,true,2007-07-20,PAC9544231-3    ,39,3,232
5393236,2000-11-24,24,5404.94,true,2000-11-25,PAC4171295-1    ,10,2,233
4827815,2003-10-22,14,6868.79,true,2003-10-27,PAC840041-3     ,8,1,234
7083064,2008-02-18,9 ,6134.96,false,2008-02-26,PAC9251702-0    ,1,1,235
1955676,2007-01-18,10,8007.99,true,2007-01-21,PAC6119972-1    ,15,1,236
7304261,2005-11-02,3 ,6229.34,true,2005-11-10,PAC311974-3     ,1,3,237
1620794,2001-12-14,7 ,5295.9,true,2001-12-14,PAC4512135-1    ,17,3,238
4344423,2003-12-17,4 ,6066.5,true,2003-12-20,PAC2718062-0    ,54,3,239
4366976,2018-06-18,29,5613.65,false,2018-06-23,PAC8739754-0    ,17,3,240
2069011,2000-06-01,1 ,3673.99,false,2000-06-08,PAC6212628-0    ,51,3,241
5968744,2009-03-29,26,4433.05,false,2009-04-03,PAC7984353-3    ,27,2,242
6727185,2004-02-18,11,4026.94,true,2004-02-28,PAC3270196-0    ,29,2,243
3984108,2017-04-17,9 ,4934.8,false,2017-04-21,PAC7358571-1    ,45,1,244
3775746,2019-11-05,5 ,3861,true,2019-11-11,PAC1258262-3    ,64,3,245
3444796,2004-05-05,6 ,4626.23,true,2004-05-06,PAC118780-3     ,30,2,246
7276203,2007-03-31,26,4507.5,true,2007-03-31,PAC6123924-2    ,41,3,247
2107831,2019-08-12,1 ,2639,true,2019-08-14,PAC8020667-1    ,52,2,248
4460714,2017-08-14,17,5634.44,false,2017-08-15,PAC4603930-1    ,16,3,249
4206987,2016-05-04,24,4238.94,false,2016-05-10,PAC7215160-2    ,35,1,250
1332784,2015-04-27,4 ,4982.82,false,2015-04-29,PAC5296809-1    ,59,3,251
4205785,2014-06-22,12,4064.93,true,2014-06-30,PAC7778187-2    ,29,3,252
7293392,2005-07-01,24,3189.54,false,2005-07-06,PAC9456703-1    ,37,1,1005
2678429,2011-06-30,27,2752.48,false,2011-07-04,PAC9963918-3    ,52,3,253
3758613,2004-08-30,25,5946.59,false,2004-09-05,PAC7204158-1    ,50,3,254
5780157,2015-12-11,9 ,4678.96,false,2015-12-11,PAC8791059-1    ,32,2,255
7186133,2014-08-21,9 ,2744.56,true,2014-08-22,PAC7416814-1    ,52,3,256
4083483,2003-03-20,22,5199,true,2003-03-22,PAC9364341-0    ,39,3,257
5040689,2017-12-08,3 ,4963.2,true,2017-12-16,PAC9535757-2    ,11,2,258
6419973,2017-11-29,10,4685.19,false,2017-12-09,PAC4042097-3    ,56,2,259
3983170,2007-06-28,4 ,4310.37,true,2007-06-28,PAC5101130-1    ,47,1,260
3320884,2007-04-20,30,5591.03,true,2007-04-22,PAC3639804-3    ,46,2,261
6201595,2006-10-07,19,2319.95,true,2006-10-07,PAC651452-3     ,57,2,262
3951017,2018-04-09,27,4432.75,true,2018-04-15,PAC6372471-1    ,19,1,263
4195011,2004-07-14,26,6080.25,true,2004-07-20,PAC2914042-3    ,21,2,264
5046694,2010-07-13,9 ,3337.44,false,2010-07-16,PAC6209686-0    ,55,3,265
2340380,2014-01-30,15,6057.06,true,2014-02-09,PAC6280562-2    ,21,3,266
1450563,2003-01-04,1 ,2639,false,2003-01-13,PAC5999888-1    ,52,2,267
2357460,2007-03-14,21,1949.99,false,2007-03-19,PAC2421651-3    ,6,2,268
4433548,2015-05-17,13,4797.81,false,2015-05-17,PAC3319618-2    ,56,3,269
3316575,2001-08-05,11,1961,true,2001-08-09,PAC9627720-1    ,63,3,270
1229905,2004-07-22,18,8065.74,false,2004-07-29,PAC5523513-2    ,15,3,271
6873054,2017-06-10,11,8480,true,2017-06-11,PAC3814072-3    ,14,3,272
6563406,2007-02-15,22,4449.9,true,2007-02-21,PAC8535965-0    ,31,3,273
6106329,2006-01-13,8 ,4505,true,2006-01-16,PAC1827121-2    ,19,1,274
3513797,2001-04-16,16,4936.35,true,2001-04-22,PAC7002617-0    ,49,2,275
7231583,2008-03-28,14,4238.94,true,2008-04-06,PAC8821575-1    ,68,2,276
4464272,2001-10-07,13,4258.94,false,2001-10-12,PAC6423942-0    ,35,3,277
4606107,2014-05-21,16,4589.25,false,2014-05-22,PAC9252308-2    ,30,2,278
2986403,2003-06-21,11,4768.94,true,2003-06-25,PAC6145189-1    ,32,1,279
4690371,2005-09-30,22,5899,true,2005-10-08,PAC3716255-0    ,34,1,280
2804411,2015-10-15,24,7842.94,false,2015-10-20,PAC5142304-3    ,22,3,281
2099915,2002-06-05,27,3545.16,true,2002-06-15,PAC1077649-3    ,66,1,282
4332112,2009-10-18,3 ,4222.94,false,2009-10-24,PAC9225236-2    ,60,1,283
1588017,2005-07-01,19,5484.95,false,2005-07-10,PAC1237558-3    ,39,1,284
3670818,2014-12-18,11,1961,false,2014-12-24,PAC8749387-3    ,63,2,285
3094136,2011-11-10,5 ,5575.93,false,2011-11-14,PAC4915841-3    ,39,3,286
6803424,2006-07-29,21,2639,true,2006-08-01,PAC8743954-3    ,52,2,287
2640087,2014-03-25,20,6238.19,false,2014-04-02,PAC7212514-1    ,1,1,288
4860434,2016-04-16,20,5600.41,false,2016-04-17,PAC5458412-3    ,17,2,289
5207861,2016-09-30,9 ,3534.96,false,2016-10-03,PAC2190143-2    ,66,1,290
2581918,2004-04-17,3 ,6590.49,false,2004-04-21,PAC6236540-0    ,62,1,291
6323365,2015-04-10,8 ,4450.94,true,2015-04-17,PAC2619895-3    ,61,3,292
2017288,2011-05-29,7 ,4745,true,2011-06-04,PAC7087953-0    ,45,1,293
5635476,2019-12-11,15,3837.48,false,2019-12-11,PAC2865223-1    ,51,2,294
5116839,2000-03-14,19,3944.65,false,2000-03-15,PAC1774885-0    ,58,2,295
5732609,2002-09-23,6 ,5046.31,true,2002-09-30,PAC9159308-3    ,45,2,296
2993361,2005-10-18,17,2084.05,false,2005-10-25,PAC7125967-0    ,6,2,297
6860822,2002-02-16,14,4260.13,false,2002-02-24,PAC5488582-3    ,47,2,298
4988395,2013-11-02,5 ,6326.68,false,2013-11-05,PAC6824022-3    ,1,3,299
1241453,2002-04-05,10,2744.56,true,2002-04-06,PAC1290539-0    ,52,2,300
1214458,2017-04-30,18,3989.92,false,2017-05-07,PAC4417454-3    ,4,3,301
1961324,2006-08-14,16,4007.95,true,2006-08-16,PAC3581963-2    ,29,1,302
2990263,2002-06-23,23,5666.61,true,2002-07-02,PAC2862929-0    ,17,3,303
3217085,2008-09-05,26,3852.18,true,2008-09-08,PAC349412-3     ,51,2,304
3452320,2000-06-15,7 ,3739,false,2000-06-15,PAC5105203-1    ,58,2,305
3706310,2011-09-06,30,7694.96,true,2011-09-12,PAC5088335-0    ,22,1,306
2640611,2000-03-23,2 ,4470.96,false,2000-04-02,PAC4779068-1    ,41,1,307
2508319,2018-08-28,3 ,4593.6,true,2018-09-02,PAC1810407-2    ,30,1,308
4302319,2009-01-08,6 ,2073.81,false,2009-01-13,PAC9001882-1    ,6,2,309
6327203,2010-07-08,26,2305.65,false,2010-07-10,PAC5918436-0    ,57,1,310
2435589,2019-12-16,13,3406.94,false,2019-12-25,PAC1417587-0    ,43,3,311
1483401,2005-06-29,20,4440.44,true,2005-07-03,PAC6242537-1    ,61,1,312
4993488,2001-11-10,6 ,3828.6,true,2001-11-14,PAC934507-2     ,64,1,313
